都道府県コード,λ_0,I_0,R_0,I_0_actual,sigma_bar
1.0,2.5780667081587444e-25,18.415274214791296,0.1,1,20.47284565244405
2.0,1.592363702769648e-19,3.9267627087480226,0.1,2,3.1351127670302916
3.0,1.4280513117307159e-06,2.79491476374642,1.0413793103448277,1,3.623088715998503
4.0,1.761886041604073e-24,7.57993164303282,0.1,3,6.837085015937242
5.0,7.702928739729711e-06,3.174698241080213,1.0413793103448277,0,3.7881756463216956
6.0,2.5197214766478813e-06,3.7074139394443173,1.0413793103448277,0,4.302375656174605
7.0,8.086554374689758,1.9460483689633832e-10,1.0413793103448277,0,5.901619277431126
8.0,11.340642181475877,1.954809822004365e-10,1.0413793103448277,0,7.450908337783883
9.0,11.100229040650088,1.9498996086848303e-10,1.0413793103448277,2,4.83129528338455
10.0,11.188769661701555,1.9481153730684895e-10,1.0413793103448277,2,7.279452578946622
11.0,9.21892749114961,9.046700850137224e-08,1.0413793103448277,4,14.859859580648303
12.0,2.75040491634518,2.0261388363526808e-10,1.0413793103448277,4,27.76591730967346
13.0,10.000742541074866,2.862774969037092e-08,1.0413793103448277,0,43.19085166238472
14.0,3.0939882083334496,1.944238397778695e-10,1.0413793103448277,6,36.846411764066964
15.0,8.08347208033502,1.9555700722585045e-10,1.0413793103448277,3,8.975504519879918
16.0,2.4755425794772597e-06,1.4472549021491499,1.0413793103448277,2,1.4192267301932218
17.0,-7.394781862389548e-05,1.3901947172689109,1.0413793103448277,0,1.1985413975636403
18.0,0.0018819231521119708,1.2888318352670964,1.0413793103448277,0,1.2232064719764968
19.0,1.8099423037334997e-06,1.5465681786360193,1.0413793103448277,0,1.774144002564422
20.0,3.001485495695165e-06,5.945278863292587,1.0413793103448277,1,5.108485467989438
21.0,9.554741689789138e-06,4.367503322426913,1.0413793103448277,1,4.987159327430554
22.0,8.20810491281146,1.958314429039528e-10,1.0413793103448277,1,7.333922420624925
23.0,8.412819916334115,1.952803598753043e-10,1.0413793103448277,4,20.170619556586903
24.0,4.279486507859687e-06,3.4750562071467845,1.0413793103448277,1,3.6945329548607826
25.0,2.4558134441739746e-06,1.6467612652483097,1.0413793103448277,1,1.7012419569437827
26.0,1.722922961123361e-05,3.288376783878797,1.0413793103448277,2,2.616164009401295
27.0,1.5478129051855035e-05,7.334530604012058,1.0413793103448277,6,4.770148140197477
28.0,4.67488809183996e-17,7.5631944627754155,0.1,5,5.607822580453839
29.0,1.078023504591536e-05,1.5207456038461333,1.0413793103448277,0,1.3844165053303779
30.0,0.0008485207461084881,2.1681072029239488,1.0413793103448277,1,1.9837341879605503
31.0,-0.0002547392527770287,1.0712982709143601,1.0413793103448277,0,1.388877387142837
32.0,2.5081170605057597e-05,1.2948600328911448,1.0413793103448277,1,1.320422202643492
33.0,1.8561963514299307e-06,3.642272369147696,1.0413793103448277,1,4.725236518561709
34.0,1.3970111508098767e-16,8.968163224995658,0.1,3,11.615361338377554
35.0,7.965115555114873,1.9592833090178493e-10,1.0413793103448277,0,5.037678089586617
36.0,1.9318940329012464e-05,1.6108223765304928,1.0413793103448277,0,1.8717012267124238
37.0,2.5237290139024096e-07,2.070468926805045,1.0413793103448277,2,1.7782686061068058
38.0,5.901349025210638e-19,3.610677130477404,0.1,2,3.3221114917221928
39.0,0.0,1.0318991467980896,0.1,0,1.264472595899139
40.0,8.302163813719112,1.9524885855123846e-10,1.0413793103448277,1,11.70480148250059
41.0,-0.003169321602219781,1.503851611551556,1.0413793103448277,0,1.6197002047145632
42.0,-0.010192357457391936,3.85094223662518,1.0413793103448277,2,2.8948108545312254
43.0,8.630501185906213e-06,1.6381006023518638,1.0413793103448277,0,1.4488494470804458
44.0,2.0978027315217584e-05,2.9576243281754815,1.0413793103448277,0,2.9746356367642552
45.0,-0.0040381815073665455,1.8131279336040502,1.0413793103448277,0,1.4445604901968554
46.0,-0.006437776348377777,1.6294536556713402,1.0413793103448277,1,1.196345758952952
47.0,5.082300717018583e-06,1.5465658264865934,1.0413793103448277,1,1.8205082952889708
