都道府県コード,beta,gamma,sigma_bar
1.0,4.70196651402125e-10,0.0001839875412392028,6.150547119511753
2.0,6.704037764097539e-07,0.07221110850373319,1.3251499753258174
3.0,-5.341084541695307e-08,-0.005270896350962573,1.4425700451486698
4.0,3.90988950159953e-08,0.006012319585045905,1.594702381333438
5.0,2.7107503140346458e-08,0.0022282227278451468,1.518454524614762
6.0,-3.2323416444137182e-06,-0.27041240653848797,1.361040071391534
7.0,-4.86559737834455e-20,-7.463469751761794e-14,2.126555078217955
8.0,3.5275742352483803e-10,6.689051180843108e-05,2.1592715874739765
9.0,1.4518764497405964e-09,0.00019417254216119262,1.726543924774986
10.0,2.2548173919625698e-10,2.9823501700508363e-05,1.865198979540887
11.0,-1.662762089340284e-24,-7.216477138214964e-18,3.838812277200156
12.0,6.59334859638252e-11,2.372984653330973e-05,3.3241590113071706
13.0,0.00030084271342863974,206.621863703358,18.668895537124364
14.0,-4.5494694825378884e-38,-2.3533013408032196e-31,4.340115928422731
15.0,1.3971310021930106e-08,0.002374217049208022,1.6730525352159116
16.0,1.0826846063439195e-08,0.008277148194615445,1.3208721202622946
17.0,2.2570438083531257e-06,0.18089925160996964,0.8451408697526853
18.0,3.732581673368084e-09,0.0002055811281656091,1.2970503463955756
19.0,1.238942129425582e-08,0.0006546673721814305,0.997112978437796
20.0,2.1135481426534213e-09,0.00029944385192646263,1.522041590854558
21.0,1.3930751978268226e-09,0.00019087516358715821,1.1662182718402028
22.0,-8.661425797176504e-30,-2.248468986509672e-23,2.345866528639012
23.0,4.2438158939379385e-10,0.0020239255729103335,2.2043143225258297
24.0,1.1353691875209799e-08,0.013274230942979111,1.3464082982236878
25.0,2.5577251338600144e-09,0.00021317154133223602,1.0213441834243446
26.0,9.270185499789077e-10,0.0001587005362316983,1.9958773417239712
27.0,-5.814750210528143e-32,-3.561679025344739e-25,3.575244858043049
28.0,1.3991325042144618e-10,5.0577604637266315e-05,5.375073504710762
29.0,2.545730380819898e-09,0.0002162758048066554,1.4502548818997016
30.0,2.7945424613975716e-09,0.00019605422043085074,0.8581419804716568
31.0,5.049151548897736e-09,0.00020791995436967496,1.2086830392858188
32.0,0.0037006122044047664,188.64826499211318,1.4063431601501308
33.0,0.00153245955730416,194.10853313268555,3.759682497944448
34.0,-5.822559628665027e-26,-1.1738320218238779e-19,1.936423614694838
35.0,3.599136282746716e-10,3.75227024099853e-05,1.4476143424676085
36.0,9.781957951316286e-10,5.1620045785393574e-05,0.776576826122355
37.0,0.003970628731000809,269.6298827451033,2.9254957721476487
38.0,5.053815108887044e-10,5.1453545025714126e-05,3.0777697440808627
39.0,1.1125072434465028e-08,0.0005803015051543693,1.0646301575524302
40.0,-2.9174867473671226e-33,-9.925409823670639e-27,4.264985379781979
41.0,2.6849312816629925e-09,0.00016640034105655909,0.8911705258825029
42.0,2.922446036670563e-09,0.0003322042393000871,1.615601491095943
43.0,-1.5228681442897536e-06,-0.1850545877926736,1.1491028608015978
44.0,2.6046467414534437e-09,0.00021984946036907063,1.83025648064996
45.0,1.1084665975224833e-08,0.0009603096524984704,1.187349997522359
46.0,1.266654019359175e-09,0.00015357423127116397,1.0566119739931976
47.0,5.101645193480041e-09,0.0005106916633089777,0.7408861096457284
