都道府県コード,beta,gamma,sigma_bar
1.0,-1.8289206783447236e-23,-7.451768288666378e-17,37.06157987487213
2.0,-1.8477217768170464e-34,-2.0724823935669418e-28,5.4139972037951285
3.0,-3.8945412327065456e-05,-3.842506911571355,4.338534998479445
4.0,-2.1142899775210382e-05,-3.250455966826681,4.378938768832888
5.0,-2.8159480418777133e-22,-2.4102106654297256e-16,8.821374761941973
6.0,-4.674144005286048e-31,-4.0719033911139267e-25,3.4589614329978997
7.0,-2.9841412749303546e-36,-4.576978772225736e-30,18.155815458714336
8.0,0.00017720399804009465,33.59967478393213,13.180940589003049
9.0,0.0003039253355115228,40.64599314970531,7.852599688749806
10.0,4.3819212556241434e-12,5.795083819955579e-07,20.100412598788825
11.0,-2.362865112772549e-37,-1.0253994298172308e-30,58.26007266654663
12.0,-9.247916665172322e-38,-3.4656162087258885e-31,51.60633820441729
13.0,-5.594527915478536e-06,-3.840839440879239,84.75386478974458
14.0,-2.8372110431106866e-17,-1.467396019825078e-10,84.41046665611799
15.0,-5.745658585724207e-17,-1.0167194656351608e-10,10.4102391532431
16.0,-2.435452514342464e-21,-1.861497330670252e-15,17.507608405916574
17.0,0.00034611635447786215,27.737659765184596,8.852180573035907
18.0,-6.24422299423023e-26,-3.5810297348758744e-20,8.500013082177851
19.0,0.0015137875180927212,79.99073583149756,4.448705085023443
20.0,0.00021750418217099626,30.814006783697543,12.856808174875782
21.0,1.295427269275058e-09,0.00017747965782383195,7.298627999652062
22.0,6.834774859444141e-10,0.00017034072969700621,75.15115340590935
23.0,-4.790745479535965e-17,-2.284607998968422e-10,32.12426609726721
24.0,0.0008364878897724716,93.9143632749352,12.885074104828954
25.0,-3.875397707304062e-05,-3.2294200220763085,3.2758519456118758
26.0,9.486570667584707e-06,1.8643011169835386,9.65286123777596
27.0,-7.217662625125945e-06,-4.244372033246463,22.13854550122646
28.0,-9.551599508413621e-06,-3.451897892176629,27.17275078580786
29.0,-5.988404336002439e-29,-5.297753733716239e-23,4.033040407367427
30.0,-4.862659854513841e-05,-3.4099831389890976,9.853472494525557
31.0,-7.05509696025174e-36,-3.0249676262150485e-30,5.677126965516845
32.0,0.001593343759206255,81.22481159644478,3.871229527537285
33.0,0.00038633424114918846,48.9343479263082,8.812590764926378
34.0,0.00022826178889079124,44.1890056953352,13.891444748897651
35.0,-1.5379975517063264e-24,-1.6695933782838451e-18,9.909825171950164
36.0,0.0016953214425205498,89.46441409809836,5.292039816329675
37.0,-7.723628800276403e-16,-5.461156060210066e-10,5.194211111437324
38.0,0.0011619066949802353,118.29837592397901,11.441692686693614
39.0,1.8020719766883063e-08,0.0009398994559544617,3.426654467304528
40.0,4.1995187960179334e-08,0.1428456820819099,6.9917660841923945
41.0,-3.5644004745429215e-05,-2.208663578072527,3.33223484404992
42.0,-2.8606700025178178e-05,-3.251207694721935,6.607522728971926
43.0,1.3218808083792104e-09,0.00016062266704927025,5.391048345063076
44.0,1.3149705092234222e-07,0.11556655720894055,2.588128927050968
45.0,-2.2754249299492917e-20,-2.0526734600764447e-14,3.886168756380915
46.0,0.0010427158601707032,126.42404910540482,12.175904418621467
47.0,5.538422107019498e-10,0.0005773428240297778,2.0065206154624438
