都道府県コード,λ_0,I_0,R_0,I_0_actual,sigma_bar
1.0,0.10328683397772337,72.72461910207342,1.0413793103448277,20,78.84744955422995
2.0,0.14244249404591652,11.763054302030831,1.0413793103448277,8,9.463004181197482
3.0,0.07513000492970498,11.933012753759526,1.0413793103448277,2,13.121534117512203
4.0,0.08571382133866336,29.226098438326787,1.0413793103448277,8,27.318042919928175
5.0,1.5046666482268265,0.3089989750697467,1.0413793103448277,1,8.120882949531106
6.0,1.3929751629346407,0.95856641097667,1.0413793103448277,3,7.840295115741054
7.0,3.9479928188081996,0.0004459885366586199,1.0413793103448277,5,18.986000834989714
8.0,3.5305750520987154,0.0025124410405388303,1.0413793103448277,13,19.245568929951112
9.0,3.836920876964199,0.0006496538477926099,1.0413793103448277,4,12.81632569377104
10.0,1.4705462762123385,2.2700637887633217,1.0413793103448277,3,19.598590253348753
11.0,9.894937506785042e-31,63.223914403688475,0.1,44,45.21075062971378
12.0,1.586532151256224,14.829337108772252,1.0413793103448277,19,28.287028662886673
13.0,1.4273289400084073,52.88221788181341,1.0413793103448277,49,66.68240253618617
14.0,1.3116119879315578,63.085663731886655,1.0413793103448277,54,40.654942570951384
15.0,1.5755239618877144,1.742013529836854,1.0413793103448277,9,19.907864570505748
16.0,0.12328790230887968,4.712843300395625,0.1,5,3.358130722647744
17.0,0.07046730517815915,4.731372657595672,1.0413793103448277,5,2.5756213897245486
18.0,0.10319838315078743,4.03987062119435,1.0413793103448277,2,2.3071998873561257
19.0,4.601952062641273e-15,8.540961583351391,0.1,3,6.2380921146564505
20.0,0.057187655404930676,26.72247642782846,1.0413793103448277,11,19.82418841053746
21.0,0.06095928248113178,20.231289920118048,1.0413793103448277,5,22.342159661176186
22.0,2.0142490454339305e-27,32.16635495156255,0.1,12,15.300386181858501
23.0,2.6371454978631594,0.011049406258264007,1.0413793103448277,9,39.41833015628527
24.0,0.04140266087878277,17.638651547108886,1.0413793103448277,6,13.109968043395913
25.0,0.051712585838591306,7.093443777605607,1.0413793103448277,5,5.366957347667772
26.0,0.042820228357433716,14.154652331120957,1.0413793103448277,4,7.087391252657312
27.0,0.05148835497683125,30.941246816571315,1.0413793103448277,16,16.036216202083708
28.0,0.019768273936969394,37.67286663135405,1.0413793103448277,20,22.10247184164394
29.0,3.7391891484322982e-06,7.568675088579605,1.0413793103448277,3,4.297600204471498
30.0,0.06963085088149672,7.895421087500666,1.0413793103448277,3,6.02224225598734
31.0,0.020790215223831482,4.380705608377612,1.0413793103448277,5,3.9546524308152353
32.0,0.047809525780257406,5.504051597629126,1.0413793103448277,1,3.4366814889948816
33.0,2.18238410479497,0.028111470084726257,1.0413793103448277,3,10.997636732699684
34.0,0.05152202052781595,43.08741445823615,1.0413793103448277,13,51.69774502540617
35.0,1.6967202554534568,0.8255636230353335,1.0413793103448277,4,14.852087633616312
36.0,0.06417822440620805,6.505060149130523,1.0413793103448277,2,6.444830071970845
37.0,0.08939771267695062,7.246157314540639,1.0413793103448277,3,5.903609313484532
38.0,0.04486999123958167,17.208138302529182,1.0413793103448277,7,9.961632763655464
39.0,0.15851534857463723,2.3348558230234957,1.0413793103448277,1,2.599159150801231
40.0,0.042533817212406094,42.68931225116144,1.0413793103448277,13,27.867801788492123
41.0,0.14974909018883475,4.1815251022254545,1.0413793103448277,2,4.815004255727142
42.0,0.055503578325331517,13.248997681780363,1.0413793103448277,5,10.236516224889163
43.0,1.7550910344439117e-16,9.095431967652273,0.1,4,2.4696176359182345
44.0,2.6966111492658618,0.001348648437325839,1.0413793103448277,1,11.080847661020277
45.0,0.046857693818388314,6.68765670958425,1.0413793103448277,1,4.563433142679065
46.0,0.0636209387433402,5.188280390832292,1.0413793103448277,3,2.596609438494965
47.0,0.13338926914747942,5.237944496956974,1.0413793103448277,4,5.028271934118608
