都道府県コード,λ_0,I_0,R_0,I_0_actual,sigma_bar
1.0,7.658225197572146e-05,31.152346973173955,1.0413793103448277,8,24.36956704000511
2.0,0.011554905292045208,4.650218591611288,1.0413793103448277,1,3.3907960594173927
3.0,-2.434338124762496e-30,6.702830439476816,0.1,3,3.8992579878707705
4.0,0.008424140297236047,8.020728124887276,1.0413793103448277,3,4.376590850111917
5.0,0.0038347000513257886,5.002344512733288,1.0413793103448277,0,4.3059135633853725
6.0,1.024615644015242e-15,6.274995922342276,0.1,13,3.4523154882270286
7.0,0.00012049498528926329,10.029373476836064,1.0413793103448277,3,6.341962729407379
8.0,6.029481967459354e-28,12.02077735522526,0.1,9,6.380808523437753
9.0,3.2166068379402436e-12,8.443185969272827,0.1,4,4.354238998772751
10.0,1.577318549556472e-05,9.734799963457233,1.0413793103448277,5,6.9225567649321675
11.0,1.5469937425976137e-24,24.327628238931556,0.1,19,14.349917216709407
12.0,7.970871401061765e-08,23.826778402801555,1.0413793103448277,16,11.459187734229591
13.0,1.3814523153989095e-46,65.89950647778691,0.1,30,38.63505289640902
14.0,1.613336626094971e-21,37.42155597238978,0.1,13,15.281343369346322
15.0,0.00171618645907768,8.66525449380171,1.0413793103448277,6,4.377602009923893
16.0,-0.0329948719272655,7.57891638895434,1.0413793103448277,7,2.4751888299906586
17.0,-1.1928902105267654e-18,3.9931864911201713,0.1,4,1.4142299756062504
18.0,4.1629027982851167e-13,6.274972916209573,0.1,4,2.7367702306564694
19.0,8.863682701474314,1.2110548820109174e-08,1.0413793103448277,1,3.1523083547137043
20.0,7.832746856849005e-18,9.516465954035045,0.1,10,4.5158751389403395
21.0,-0.029554211117954858,6.302390458017771,1.0413793103448277,4,2.679648806242698
22.0,6.246639982449389e-07,14.31048132309952,1.0413793103448277,9,6.474499164779221
23.0,-0.011853985997027115,23.4314886152383,0.1,20,3.9522640194057788
24.0,-0.05261999147314243,10.596361845306033,0.9068965517241379,11,3.5693271962212845
25.0,3.7810264941918396e-17,4.651005288206252,0.1,1,2.552522774574521
26.0,6.475260670970841e-06,10.763997293006605,1.0413793103448277,3,6.085037396510924
27.0,2.3350108065545122e-24,30.732568524248475,0.1,20,12.912885827355911
28.0,4.312413472034169e-31,26.169101061519626,0.1,13,19.1206427828239
29.0,1.262334452302131e-12,5.561963837914665,0.1,4,3.599899061745389
30.0,0.00013807535452486932,3.7940388505532314,1.0413793103448277,1,2.1443688276295045
31.0,5.508525244269293,9.023193939304004e-05,1.0413793103448277,1,2.9897570466904564
32.0,6.118865714172891,4.33354025208336e-05,1.0413793103448277,0,2.7734828072033357
33.0,5.314897722637627,0.0006645132788887168,1.0413793103448277,3,9.781275644821006
34.0,2.210114041808042e-08,9.982826321659877,1.0413793103448277,9,4.472169248329723
35.0,3.144938653928703e-05,5.4828265852598355,1.0413793103448277,5,3.417742061768613
36.0,1.1124131994143496e-05,3.064311284789022,1.0413793103448277,2,1.6242280598593553
37.0,5.778999312538708e-20,8.085555702551611,0.1,4,6.723792326455596
38.0,4.2280951276714284e-14,12.378636533936977,0.1,14,11.474259245959306
39.0,8.657200482119857e-05,4.4132713160997525,1.0413793103448277,4,2.1949620565077885
40.0,1.1540642652765799e-10,25.598668639318273,0.1,20,13.972528211877274
41.0,1.571378321706195e-16,3.6492615104329755,0.1,3,1.797117929535717
42.0,9.42153940969566e-14,8.37160718713822,0.1,11,3.577880605193259
43.0,1.3821678970882294e-19,5.348026966251852,0.1,3,2.6621077726764346
44.0,6.69073330753389,2.2271540365849618e-05,1.0413793103448277,2,8.143613233560984
45.0,3.763814691327461e-15,4.634924639817713,0.1,3,1.6304067559693876
46.0,4.3737297510688564e-21,4.207190303409971,0.1,0,2.730225627582555
47.0,6.934453565161712e-13,2.1467642524306276,0.1,0,1.6842654064556664
