都道府県コード,λ_0,I_0,R_0,I_0_actual,sigma_bar
1.0,6.706591459799741e-17,57.241256397745374,0.1,53,37.06157987487213
2.0,1.8652341542102477e-28,6.797598430847573,0.1,6,5.4139972037951285
3.0,-0.1590002859960564,24.438634503082277,1.0413793103448277,26,4.338534998479445
4.0,-0.13450162621351816,37.97720611659081,1.0413793103448277,34,4.378938768832888
5.0,2.169189598886753e-16,10.553368670695848,0.1,14,8.821374761941973
6.0,3.6647130520025342e-25,6.5113349318995315,0.1,6,3.4589614329978993
7.0,4.1192808950031625e-30,18.254378847852255,0.1,24,18.155815458714336
8.0,1.3903313703696079,14.923719007698113,1.0413793103448277,16,13.180940589003049
9.0,1.6819031648153955,4.293122994940424,1.0413793103448277,10,7.852599688749806
10.0,2.3979657186023133e-08,18.75352945663906,1.0413793103448277,14,20.100412598788825
11.0,9.228594868355075e-31,46.562388052157026,0.1,42,58.26007266654663
12.0,3.1190545878532997e-31,58.386019998644805,0.1,64,51.60633820441729
13.0,-0.15893128720879646,286.6145140221371,1.0413793103448277,137,84.75386478974458
14.0,1.3206564178425705e-10,81.35952159491768,0.1,63,84.41046665611799
15.0,9.150475190716448e-11,14.617753667971131,0.1,14,10.4102391532431
16.0,1.675347597603227e-15,18.675198640490265,0.1,23,17.507608405916574
17.0,1.147765231662813,10.17763522659255,1.0413793103448277,13,8.852180573035907
18.0,3.222926761388287e-20,8.514912987447655,0.1,9,8.500013082177851
19.0,3.309961482682664,0.0014740681946989848,1.0413793103448277,3,4.448705085023443
20.0,1.2750623496702458,9.88678316917088,1.0413793103448277,16,12.856808174875782
21.0,7.343985840986165e-06,14.113130034389727,1.0413793103448277,17,7.298627999652062
22.0,7.0485819184968225e-06,59.636577676885004,1.0413793103448277,50,75.15115340590935
23.0,2.0561471990715798e-10,37.56469555742108,0.1,28,32.12426609726721
24.0,3.88611158379043,0.01941174811010146,1.0413793103448277,4,12.885074104828954
25.0,-0.13363117332729585,14.488594882153796,1.0413793103448277,9,3.2758519456118753
26.0,-0.1735728626157087,57.66581402367989,0.9068965517241379,43,9.65286123777596
27.0,-0.1756291875826126,145.21352950493534,1.0413793103448277,105,22.13854550122646
28.0,-0.14283715415903325,107.98712846949263,1.0413793103448277,63,27.17275078580786
29.0,4.767978360344614e-23,6.132426178882598,0.1,10,4.033040407367427
30.0,-0.14110275057885954,32.356779765190126,1.0413793103448277,20,9.853472494525555
31.0,2.7224708635935442e-30,7.656226730128005,0.1,2,5.677126965516845
32.0,3.361026686749446,0.001168478696326546,1.0413793103448277,2,3.871229527537285
33.0,2.024869569364481,1.5191957886687257,1.0413793103448277,8,8.812590764926378
34.0,1.8285105804966324,3.2644531613261543,1.0413793103448277,11,13.891444748897653
35.0,1.5026340404554604e-18,13.690763257695894,0.1,11,9.909825171950164
36.0,3.701975755783388,1.169987599843038e-05,1.0413793103448277,6,5.292039816329675
37.0,4.91504045418906e-10,8.872541794993776,0.1,9,5.194211111437324
38.0,4.895105210647417,1.2086168373967478e-05,1.0413793103448277,5,11.441692686693614
39.0,3.889239128087435e-05,6.196823598804831,1.0413793103448277,5,3.426654467304528
40.0,-0.12856111387371894,62.261603498463714,0.1,64,6.9917660841923945
41.0,-0.09139297564438069,12.432849815969668,1.0413793103448277,8,3.33223484404992
42.0,-0.13453273219539072,24.1941699892943,1.0413793103448277,16,6.607522728971926
43.0,6.646455188245679e-06,8.267326659647113,1.0413793103448277,9,5.3910483450630755
44.0,-0.10400990148804656,15.715578533917045,0.1,19,2.5881289270509678
45.0,1.8474061140688004e-14,9.44490503632057,0.1,13,3.886168756380915
46.0,5.231339962982279,0.0008329078264556316,1.0413793103448277,7,12.175904418621469
47.0,-0.000519608541626858,2.8034949804724483,0.1,5,2.0065206154624433
