都道府県コード,λ_0,I_0,R_0,I_0_actual,sigma_bar
1.0,4.825951142125002e-23,81.71581229432164,0.1,53,38.29770034713582
2.0,0.01706204281202487,8.846073741687572,1.0413793103448277,6,6.530124795425742
3.0,3.9825236563521655e-12,16.170682197497623,0.1,26,7.317909171556188
4.0,-0.1180799440526625,37.36774550963507,1.0413793103448277,34,3.942630925142639
5.0,0.030733617235309124,14.751360081983355,1.0413793103448277,14,9.324199344463471
6.0,0.08877513313604417,5.829275245165737,1.0413793103448277,6,3.335390518375466
7.0,5.683558012499757e-09,28.950060099839792,0.1,24,20.50789914540035
8.0,1.3916792644678067,14.79746098238625,1.0413793103448277,16,15.196414124469673
9.0,1.6867638651739991,4.2645319473248255,1.0413793103448277,10,9.90423050456984
10.0,2.1632174153783828e-15,30.376096741852617,0.1,14,23.070493092951672
11.0,6.129484092457574e-22,79.13619444051041,0.1,42,68.42110142605274
12.0,1.3160351749740171e-20,93.26713153830195,0.1,64,52.47842648662057
13.0,7.129304275434491e-47,187.3557464904951,0.1,137,132.54512056708222
14.0,1.6749585338748516e-46,128.61935331150866,0.1,63,98.48786309802718
15.0,1.269426455794531e-22,21.036243004990403,0.1,14,11.538811494182054
16.0,9.061089353845519e-25,27.809173384854777,0.1,23,20.704979560996723
17.0,1.153504336101104,10.055716919187462,1.0413793103448277,13,11.155683373059347
18.0,1.9175456059533846e-23,12.977704369812647,0.1,9,10.170008285330788
19.0,0.028355994942639906,8.769147609553555,1.0413793103448277,3,9.074778261779562
20.0,1.2880760795063604,9.608437989508122,1.0413793103448277,16,12.929067743705495
21.0,1.2682810342034504e-15,17.887937981935362,0.1,17,8.492549518213197
22.0,1.3321087470375472,23.908147384030475,1.0413793103448277,50,29.395370571640253
23.0,2.3074302575245142e-14,55.19031340459835,0.1,28,37.37740394700987
24.0,6.402605111572885e-05,22.328354395520847,1.0413793103448277,4,14.636206873969613
25.0,4.9779908009967765e-05,9.826967401371602,1.0413793103448277,9,5.330663923550279
26.0,3.013799158930588e-32,35.5099777461745,0.1,43,19.587680965129064
27.0,-0.18357840432500558,148.33090516381608,1.0413793103448277,105,28.831784792545456
28.0,1.605335694349665e-17,73.3017694449376,0.1,63,43.183705321262856
29.0,1.803619303007362e-14,9.69754186652071,0.1,10,2.3733801671167534
30.0,9.135029426673149e-11,22.467360630727356,0.1,20,14.480157942822194
31.0,2.8743307948297248,0.14290605655077096,1.0413793103448277,2,4.2181004299018126
32.0,3.371538788438632,0.001130123298701562,1.0413793103448277,2,4.485157075165884
33.0,2.0185924375199695,1.5445426081478448,1.0413793103448277,8,10.206861044819508
34.0,1.837591161088579,3.2117594745424727,1.0413793103448277,11,15.230582375986373
35.0,1.1464245852295686e-11,19.965609588007464,0.1,11,10.730519085659088
36.0,0.15206988013689196,6.8399870089493575,1.0413793103448277,6,5.042394262397983
37.0,0.031205986211517715,11.473536226915371,1.0413793103448277,9,5.024133425580081
38.0,0.14210781523994287,10.698870702995396,1.0413793103448277,5,6.162795624855432
39.0,0.006644715675853649,7.401595970820862,1.0413793103448277,5,4.0639766336824685
40.0,-0.15358569642112324,65.68728460600354,1.0413793103448277,64,3.6514049316823143
41.0,2.432945543977751e-17,9.301818207382452,0.1,8,4.890667304492494
42.0,2.417961604472684e-21,16.68550591108034,0.1,16,9.93862860163082
43.0,2.322835593242906e-18,12.549776709585947,0.1,9,4.169918932684671
44.0,-0.1575118897912227,17.4194099835661,0.1,19,2.813911536632573
45.0,6.467658531701338e-11,11.448310211528659,0.1,13,3.0640079510699354
46.0,0.058343220720094645,16.118452381660045,1.0413793103448277,7,9.244611586699122
47.0,-0.04441469471092181,3.2355280107114543,0.1,5,2.0910613986074504
