"統計名：","昭和60年国勢調査 第1次基本集計 全国編"
"表番号：","00301"
"表題：","男女の別（性別）（３），年齢５歳階級（２３）人口及び平均年齢・年齢中位数 全国・市部・郡部・都道府県（４７），全域・人口集中地区の別"
"実施年月：","1985年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","","","","","","","/年齢５歳Ａ等030125 コード","001","002","003","004","005","006","007","008","009","010","011","012","013","014","015","016","017","018","019","020","021","022","023","024","025"
"","","","","","","","","","","","","/年齢５歳Ａ等030125 補助コード","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"全域・集中の別030002 コード","全域・集中の別030002 補助コード","全域・集中の別030002","男女Ａ030001 コード","男女Ａ030001 補助コード","男女Ａ030001","時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","全国都道府県030001 コード","全国都道府県030001 補助コード","全国都道府県030001","/年齢５歳Ａ等030125","総数【人】","０－４歳【人】","５－９歳【人】","１０－１４歳【人】","１５－１９歳【人】","２０－２４歳【人】","２５－２９歳【人】","３０－３４歳【人】","３５－３９歳【人】","４０－４４歳【人】","４５－４９歳【人】","５０－５４歳【人】","５５－５９歳【人】","６０－６４歳【人】","６５－６９歳【人】","７０－７４歳【人】","７５－７９歳【人】","８０－８４歳【人】","８５－８９歳【人】","９０－９４歳【人】","９５－９９歳【人】","１００歳以上【人】","年齢不詳【人】","平均年齢【歳】","年齢中位数【歳】"
"00700","","全域","001","","男","1985000000","","1985年","28000","","兵庫県","","2,567,814","165,588","191,348","231,150","197,104","167,558","159,914","187,312","235,414","204,963","179,456","173,301","150,310","102,161","74,292","66,892","44,848","23,884","8,831","1,921","232","7","1,328","34.6","34.6"
"00700","","全域","001","","男","1985000000","","1985年","29000","","奈良県","","632,955","40,826","48,490","58,469","51,511","41,093","37,293","44,783","57,711","52,188","45,826","41,535","35,811","24,694","17,568","15,626","10,915","5,757","2,083","465","44","4","263","34.3","34.4"
"00700","","全域","001","","男","1985000000","","1985年","30000","","和歌山県","","520,172","32,519","37,450","45,855","38,284","27,289","29,899","35,379","44,194","38,614","35,691","37,511","35,377","24,825","19,228","16,338","11,870","6,581","2,579","574","61","9","45","36.4","36.5"
"00700","","全域","001","","男","1985000000","","1985年","31000","","鳥取県","","295,511","20,333","22,470","24,250","19,701","15,383","18,342","22,710","25,227","19,746","18,366","20,464","20,087","15,077","11,258","9,632","6,716","3,815","1,483","384","46","4","17","36.3","35.9"
"00700","","全域","001","","男","1985000000","","1985年","32000","","島根県","","382,893","24,386","28,201","30,918","25,054","16,929","22,025","27,591","32,622","24,404","24,007","28,481","27,353","21,512","16,573","13,704","9,661","6,052","2,653","659","89","11","8","37.7","37.3"
"00700","","全域","001","","男","1985000000","","1985年","33000","","岡山県","","926,238","59,884","68,734","81,628","66,027","51,243","55,669","65,316","81,946","69,421","60,088","63,968","58,978","41,548","31,473","29,694","21,570","12,352","5,207","1,164","149","8","171","36.1","35.9"
"00700","","全域","001","","男","1985000000","","1985年","34000","","広島県","","1,373,853","89,237","103,105","122,473","102,149","81,026","85,402","102,424","128,261","107,470","90,714","88,323","79,688","59,751","45,654","38,821","26,186","14,615","6,338","1,506","204","11","495","35.1","35.0"
"00700","","全域","001","","男","1985000000","","1985年","35000","","山口県","","763,803","47,670","56,240","67,167","54,049","37,829","42,807","54,650","67,166","55,752","50,687","54,808","50,894","38,119","29,482","24,918","16,998","9,553","3,869","987","123","18","17","36.6","36.5"
"00700","","全域","001","","男","1985000000","","1985年","36000","","徳島県","","399,689","25,737","28,843","32,392","26,423","20,093","24,511","30,854","36,055","27,099","26,144","29,047","27,814","19,912","15,010","12,560","9,277","5,256","2,070","490","65","4","33","36.8","36.4"
"00700","","全域","001","","男","1985000000","","1985年","37000","","香川県","","492,696","31,057","36,644","42,487","33,749","24,560","29,426","35,663","46,712","35,279","31,832","34,057","32,390","23,495","17,929","15,944","11,505","6,532","2,626","628","81","8","92","36.5","36.4"
"00700","","全域","001","","男","1985000000","","1985年","38000","","愛媛県","","728,506","47,414","55,449","64,337","52,056","37,396","43,355","53,190","64,787","50,380","46,230","49,401","47,681","36,188","26,681","22,505","16,674","9,480","4,161","978","147","9","7","36.1","35.8"
"00700","","全域","001","","男","1985000000","","1985年","39000","","高知県","","398,408","24,759","28,464","32,933","25,605","19,643","23,426","28,646","35,485","27,815","25,278","28,253","27,841","21,241","15,874","13,107","9,640","6,075","2,762","703","93","8","757","37.3","37.0"
"00700","","全域","001","","男","1985000000","","1985年","40000","","福岡県","","2,270,496","157,203","175,645","194,270","175,801","158,166","149,327","179,764","203,805","161,004","145,615","145,315","129,900","93,959","68,617","58,800","39,772","21,729","8,584","1,989","270","22","939","34.3","33.6"
"00700","","全域","001","","男","1985000000","","1985年","41000","","佐賀県","","417,308","30,548","33,881","36,185","29,682","23,208","26,509","32,569","34,060","25,573","25,343","27,736","27,062","20,076","14,981","12,639","9,397","5,238","2,045","485","70","6","15","35.3","34.4"
"00700","","全域","001","","男","1985000000","","1985年","42000","","長崎県","","757,617","55,218","61,115","69,103","56,979","39,628","48,900","59,776","62,506","46,473","46,868","50,832","47,679","35,958","26,648","21,820","15,588","8,240","3,293","802","97","6","88","34.9","34.1"
"00700","","全域","001","","男","1985000000","","1985年","43000","","熊本県","","872,932","61,407","66,450","71,446","63,070","51,308","56,652","67,637","71,923","54,168","53,706","59,673","56,965","41,802","32,426","26,892","19,755","11,133","4,982","1,275","151","16","95","35.8","34.9"
"00700","","全域","001","","男","1985000000","","1985年","44000","","大分県","","593,014","39,130","46,453","51,215","42,175","29,964","35,640","44,027","50,512","40,011","37,354","41,388","39,350","29,049","22,609","18,831","13,466","7,617","3,289","789","99","3","43","36.2","35.8"
"00700","","全域","001","","男","1985000000","","1985年","45000","","宮崎県","","558,355","41,060","47,186","49,939","37,834","26,661","36,406","44,783","47,862","35,910","35,209","38,350","35,636","25,069","19,879","15,860","10,809","6,472","2,620","670","76","7","57","35.0","34.5"
"00700","","全域","001","","男","1985000000","","1985年","46000","","鹿児島県","","856,493","62,328","66,745","71,400","60,090","42,498","54,989","67,134","66,955","51,207","52,016","58,743","57,239","43,937","35,042","29,356","19,784","11,147","4,443","1,201","181","16","42","36.2","35.2"
"00700","","全域","001","","男","1985000000","","1985年","47000","","沖縄県","","581,102","51,631","54,576","58,705","48,970","39,763","46,584","54,600","45,424","33,357","36,068","32,920","24,265","16,597","13,115","10,224","7,146","4,099","1,959","742","138","10","209","30.7","29.0"
"00700","","全域","002","","女","1985000000","","1985年","00000","","全国","","61,551,607","3,640,486","4,158,776","4,895,151","4,379,520","4,034,559","3,875,072","4,495,959","5,339,814","4,583,077","4,144,493","4,006,580","3,590,371","3,025,636","2,412,411","2,059,802","1,475,915","890,694","400,213","110,711","16,962","1,386","14,019","36.8","36.2"
"00700","","全域","002","","女","1985000000","","1985年","00001","","全国市部","","47,096,191","2,788,963","3,165,273","3,774,516","3,478,945","3,300,623","3,059,526","3,503,158","4,226,896","3,651,346","3,223,107","3,013,715","2,603,069","2,154,996","1,706,871","1,446,013","1,025,027","608,371","267,728","72,450","11,005","921","13,672","36.1","35.6"
"00700","","全域","002","","女","1985000000","","1985年","00002","","全国郡部","","14,455,416","851,523","993,503","1,120,635","900,575","733,936","815,546","992,801","1,112,918","931,731","921,386","992,865","987,302","870,640","705,540","613,789","450,888","282,323","132,485","38,261","5,957","465","347","39.1","38.4"
"00700","","全域","002","","女","1985000000","","1985年","01000","","北海道","","2,913,143","172,054","197,870","224,622","202,927","193,113","190,969","233,895","264,128","216,223","201,648","192,295","168,864","142,155","110,636","86,549","60,022","35,010","15,132","3,879","610","54","488","36.3","35.7"
"00700","","全域","002","","女","1985000000","","1985年","02000","","青森県","","793,009","48,038","54,795","62,552","54,997","46,814","51,827","60,372","64,814","53,563","54,412","56,656","49,135","40,563","31,834","26,489","19,056","10,976","4,759","1,187","147","16","7","37.0","36.2"
"00700","","全域","002","","女","1985000000","","1985年","03000","","岩手県","","741,871","44,376","50,700","55,216","46,788","38,254","45,184","53,400","55,784","49,142","52,629","55,762","51,773","42,758","34,126","27,627","19,732","11,916","5,125","1,392","175","12","***","38.4","38.0"
"00700","","全域","002","","女","1985000000","","1985年","04000","","宮城県","","1,104,554","72,164","78,783","83,469","75,107","73,569","74,971","86,668","89,872","72,702","72,139","73,666","68,257","56,271","42,966","35,836","24,739","14,670","6,275","1,791","268","23","348","36.4","35.4"
"00700","","全域","002","","女","1985000000","","1985年","05000","","秋田県","","654,441","36,320","41,509","44,300","37,547","32,610","40,318","47,661","50,537","42,166","47,035","51,349","49,219","40,814","31,947","26,010","18,541","10,908","4,448","1,075","92","8","27","39.5","39.4"
"00700","","全域","002","","女","1985000000","","1985年","06000","","山形県","","652,245","37,949","42,492","44,521","37,744","33,627","39,631","45,938","46,642","39,205","43,056","48,099","49,813","43,015","32,329","28,043","20,720","12,819","5,068","1,325","174","4","31","39.8","39.6"
"00700","","全域","002","","女","1985000000","","1985年","07000","","福島県","","1,067,848","69,226","76,001","80,399","67,175","59,026","68,742","78,988","78,332","64,767","67,247","74,592","73,770","62,981","48,546","40,914","29,309","17,761","7,624","2,104","317","16","11","38.0","36.9"
"00700","","全域","002","","女","1985000000","","1985年","08000","","茨城県","","1,367,042","87,465","101,922","117,117","96,267","80,396","84,852","105,833","119,575","97,816","84,193","80,577","78,080","69,017","55,041","46,703","31,953","18,980","8,483","2,296","335","30","111","36.2","35.4"
"00700","","全域","002","","女","1985000000","","1985年","09000","","栃木県","","941,845","60,156","68,985","77,842","63,366","53,906","60,289","73,513","80,757","63,994","57,619","58,484","57,325","50,343","39,394","32,485","21,894","13,689","5,902","1,641","219","11","31","36.6","35.7"
"00700","","全域","002","","女","1985000000","","1985年","10000","","群馬県","","974,246","58,305","68,572","80,498","67,360","56,025","57,945","71,328","84,530","69,750","61,585","61,691","59,223","51,924","42,010","35,375","24,501","15,366","6,297","1,702","223","24","12","37.2","36.5"
"00700","","全域","002","","女","1985000000","","1985年","11000","","埼玉県","","2,902,087","178,671","218,094","275,136","238,192","191,458","171,185","223,794","291,879","259,176","206,900","164,263","129,894","106,554","85,896","71,686","46,910","26,899","11,308","2,983","421","30","758","34.0","34.1"
"00700","","全域","002","","女","1985000000","","1985年","12000","","千葉県","","2,559,798","159,259","190,334","230,450","195,318","160,820","156,987","200,279","253,643","220,944","178,169","150,167","122,779","100,207","80,389","68,655","46,646","28,015","12,593","3,114","490","29","511","34.7","34.7"
"00700","","全域","002","","女","1985000000","","1985年","13000","","東京都","","5,874,334","303,179","326,022","407,969","447,540","529,999","426,245","428,088","510,701","463,559","425,599","395,044","328,013","264,496","206,964","170,823","121,390","73,095","32,187","8,611","1,317","109","3,384","36.5","35.7"
"00700","","全域","002","","女","1985000000","","1985年","14000","","神奈川県","","3,627,893","217,875","250,403","308,788","285,027","261,891","233,638","275,589","348,178","312,185","261,678","226,937","181,934","142,808","111,075","90,366","61,258","36,065","16,106","4,398","687","49","958","34.8","34.7"
"00700","","全域","002","","女","1985000000","","1985年","15000","","新潟県","","1,273,399","74,846","87,282","94,688","79,522","65,642","74,554","91,261","100,197","81,932","83,622","88,123","86,465","76,652","61,083","53,397","39,813","22,658","8,850","2,390","347","27","48","38.8","38.1"
"00700","","全域","002","","女","1985000000","","1985年","16000","","富山県","","579,414","30,783","37,355","45,568","37,513","31,105","31,756","38,828","51,171","41,986","38,043","40,123","37,808","32,189","26,928","24,638","17,804","10,359","4,133","1,138","160","11","15","38.9","38.3"
"00700","","全域","002","","女","1985000000","","1985年","17000","","石川県","","594,661","34,316","41,153","48,533","40,214","35,723","35,558","41,070","52,970","42,241","36,350","37,940","35,954","31,212","25,860","23,456","16,875","9,934","3,982","1,061","164","13","82","37.6","36.9"
"00700","","全域","002","","女","1985000000","","1985年","18000","","福井県","","420,518","25,209","28,535","32,407","26,389","24,126","25,539","29,026","33,536","27,760","26,159","28,331","27,377","24,116","19,629","17,505","12,624","7,729","3,377","1,013","109","11","11","38.5","37.5"
"00700","","全域","002","","女","1985000000","","1985年","19000","","山梨県","","424,922","24,512","27,997","32,128","30,142","25,968","25,274","28,871","32,549","28,378","26,507","27,506","26,983","24,483","20,453","17,505","12,918","7,954","3,519","1,075","186","11","3","38.5","37.5"
"00700","","全域","002","","女","1985000000","","1985年","20000","","長野県","","1,098,857","61,733","73,119","82,587","69,484","58,574","62,480","71,862","84,873","74,914","69,739","74,079","76,363","67,603","54,646","47,185","35,283","21,832","9,543","2,534","392","25","7","39.3","38.8"
"00700","","全域","002","","女","1985000000","","1985年","21000","","岐阜県","","1,041,617","60,808","71,687","86,395","76,607","67,153","61,955","72,758","88,323","76,032","69,893","67,987","62,436","52,734","41,763","36,150","25,327","15,022","6,544","1,722","263","16","42","36.8","36.3"
"00700","","全域","002","","女","1985000000","","1985年","22000","","静岡県","","1,815,237","111,587","127,541","149,284","125,399","108,622","114,100","133,716","157,592","136,583","121,999","117,297","105,842","89,020","70,981","60,204","42,445","26,284","12,418","3,615","570","39","99","36.7","36.1"
"00700","","全域","002","","女","1985000000","","1985年","23000","","愛知県","","3,226,448","199,823","227,093","278,129","254,948","236,149","207,374","234,985","296,483","257,739","219,509","196,373","163,410","133,816","107,467","92,647","62,879","36,259","15,382","4,291","642","71","979","35.0","34.5"
"00700","","全域","002","","女","1985000000","","1985年","24000","","三重県","","899,891","51,040","59,226","71,084","61,427","54,050","52,405","61,181","74,606","64,891","59,717","59,944","56,399","48,230","39,144","35,367","25,923","15,931","7,052","1,950","281","26","17","38.1","37.4"
"00700","","全域","002","","女","1985000000","","1985年","25000","","滋賀県","","587,109","37,985","44,169","49,328","40,936","36,067","36,156","42,448","51,169","41,505","35,389","35,069","33,194","28,860","23,942","21,377","15,174","9,137","3,908","1,088","145","8","55","36.4","35.6"
"00700","","全域","002","","女","1985000000","","1985年","26000","","京都府","","1,322,539","73,179","85,521","103,316","97,451","96,299","78,698","90,104","118,836","99,841","85,394","81,916","73,512","63,827","54,057","49,390","36,466","21,756","9,690","2,542","408","28","308","37.3","36.5"
"00700","","全域","002","","女","1985000000","","1985年","27000","","大阪府","","4,381,650","251,764","286,096","362,565","347,968","331,781","276,630","316,566","408,116","370,409","317,434","277,849","223,706","177,793","142,807","124,406","87,876","49,321","20,219","5,008","672","41","2,623","35.4","35.2"
"00700","","全域","002","","女","1985000000","","1985年","28000","","兵庫県","","2,710,236","158,888","182,179","219,952","195,719","181,606","165,581","191,233","238,426","208,431","181,627","177,091","155,162","129,174","103,530","91,321","66,547","39,769","17,676","4,837","740","55","692","36.7","36.2"
"00700","","全域","002","","女","1985000000","","1985年","29000","","奈良県","","671,911","38,864","46,158","55,708","51,417","45,579","39,493","48,420","61,563","53,401","43,727","40,572","36,482","30,688","25,189","22,590","16,520","9,733","4,251","1,163","178","23","192","36.4","35.9"
"00700","","全域","002","","女","1985000000","","1985年","30000","","和歌山県","","567,034","30,925","35,520","42,939","36,836","32,427","32,267","37,223","45,812","40,652","36,943","39,097","37,296","32,764","26,774","24,028","18,262","10,821","4,888","1,324","182","14","40","39.2","38.5"
"00700","","全域","002","","女","1985000000","","1985年","31000","","鳥取県","","320,513","19,311","21,364","22,940","18,317","16,410","19,309","22,008","24,466","19,906","19,983","22,329","22,577","20,309","16,192","13,930","10,282","6,485","3,301","907","162","12","13","39.6","38.8"
"00700","","全域","002","","女","1985000000","","1985年","32000","","島根県","","411,736","23,444","26,345","29,523","22,991","18,252","22,190","26,012","30,407","25,160","26,144","30,711","30,818","27,391","22,449","19,459","14,739","9,249","4,760","1,418","239","29","6","40.9","41.5"
"00700","","全域","002","","女","1985000000","","1985年","33000","","岡山県","","990,668","57,311","64,540","77,119","66,078","57,522","58,072","65,213","82,010","70,321","62,348","66,307","62,198","53,585","44,229","40,343","30,789","20,013","9,592","2,516","418","38","106","38.6","37.8"
"00700","","全域","002","","女","1985000000","","1985年","34000","","広島県","","1,445,347","84,645","98,219","117,480","97,831","86,192","87,489","101,953","126,864","108,096","92,092","92,677","86,669","74,772","60,123","52,028","38,189","23,872","11,824","3,425","616","43","248","37.5","36.8"
"00700","","全域","002","","女","1985000000","","1985年","35000","","山口県","","837,824","45,835","53,617","63,394","53,016","43,663","46,605","55,588","69,626","59,433","55,792","59,738","55,733","49,481","39,939","34,580","25,581","15,863","7,690","2,248","360","28","14","39.3","38.8"
"00700","","全域","002","","女","1985000000","","1985年","36000","","徳島県","","435,200","24,679","27,204","31,207","26,917","24,413","26,095","30,741","34,566","27,756","27,849","31,099","30,911","25,559","20,591","18,487","13,692","8,423","3,818","1,000","167","11","15","39.3","38.4"
"00700","","全域","002","","女","1985000000","","1985年","37000","","香川県","","529,873","29,460","34,999","40,048","32,894","28,617","30,845","36,210","45,583","35,731","33,227","36,201","35,129","30,422","24,793","22,414","16,572","10,032","4,968","1,405","228","31","64","39.1","38.2"
"00700","","全域","002","","女","1985000000","","1985年","38000","","愛媛県","","801,477","45,512","52,379","60,867","50,310","44,795","48,063","55,644","65,172","53,644","51,639","54,968","54,461","46,608","36,425","31,770","24,228","14,945","7,432","2,186","386","37","6","38.8","38.0"
"00700","","全域","002","","女","1985000000","","1985年","39000","","高知県","","441,376","23,992","27,051","31,381","24,787","22,416","24,882","29,405","35,450","29,421","27,645","31,224","31,641","28,063","22,362","19,489","14,413","10,017","5,291","1,587","311","27","521","40.5","40.2"
"00700","","全域","002","","女","1985000000","","1985年","40000","","福岡県","","2,448,763","149,788","167,371","183,934","167,082","159,311","159,014","186,037","212,457","173,283","161,835","160,731","144,496","123,368","96,093","82,100","59,891","37,107","18,136","5,287","752","79","611","37.0","36.1"
"00700","","全域","002","","女","1985000000","","1985年","41000","","佐賀県","","462,705","29,101","31,989","34,410","30,198","27,420","29,268","32,926","33,892","28,191","28,367","30,870","30,064","26,509","21,125","19,087","14,391","9,079","4,382","1,245","163","20","8","38.4","37.1"
"00700","","全域","002","","女","1985000000","","1985年","42000","","長崎県","","836,351","52,154","58,530","65,703","55,990","46,243","52,941","61,344","63,531","51,919","52,932","55,997","53,950","47,950","37,808","31,331","23,664","14,875","7,120","1,998","293","22","56","37.9","36.8"
"00700","","全域","002","","女","1985000000","","1985年","43000","","熊本県","","964,815","58,428","63,488","67,854","60,226","56,706","61,760","69,188","72,228","59,735","62,034","66,642","64,240","56,995","45,354","38,072","29,744","18,806","9,818","2,951","443","37","66","38.9","37.8"
"00700","","全域","002","","女","1985000000","","1985年","44000","","大分県","","657,200","37,060","43,920","48,724","40,687","35,451","39,510","46,011","52,470","43,731","42,608","46,142","44,612","39,199","30,730","26,968","19,624","12,009","5,837","1,623","239","13","32","39.0","38.2"
"00700","","全域","002","","女","1985000000","","1985年","45000","","宮崎県","","617,188","39,569","44,482","47,848","37,495","32,839","40,296","46,060","48,809","38,717","39,539","42,521","40,448","34,173","27,636","23,003","16,631","10,491","4,945","1,436","198","14","38","37.8","36.9"
"00700","","全域","002","","女","1985000000","","1985年","46000","","鹿児島県","","962,777","59,649","64,220","68,812","59,982","51,946","60,725","66,488","65,103","54,046","58,942","67,105","67,915","61,350","49,973","42,168","31,442","19,721","9,572","2,986","560","46","26","39.4","38.5"
"00700","","全域","002","","女","1985000000","","1985年","47000","","沖縄県","","597,995","49,249","51,945","56,417","47,392","39,984","45,405","50,233","41,586","32,100","35,556","32,439","28,041","22,835","19,183","15,846","12,636","9,039","4,988","2,244","513","65","299","33.5","30.9"
"00701","","人口集中地区","000","","男女総数","1985000000","","1985年","00000","","全国","","73,344,121","4,465,352","5,003,486","6,038,878","5,745,048","5,673,437","5,032,163","5,592,035","6,722,756","5,832,153","5,145,862","4,736,342","3,912,411","2,925,949","2,235,612","1,885,377","1,286,892","707,996","283,323","69,819","9,828","771","38,631","34.8","34.3"
"00701","","人口集中地区","000","","男女総数","1985000000","","1985年","00001","","全国市部","","69,587,510","4,223,462","4,714,515","5,693,551","5,455,985","5,445,700","4,807,086","5,311,635","6,374,026","5,528,004","4,884,175","4,500,004","3,711,014","2,771,631","2,115,482","1,782,633","1,216,843","669,826","267,734","65,882","9,268","718","38,336","34.8","34.3"
"00701","","人口集中地区","000","","男女総数","1985000000","","1985年","00002","","全国郡部","","3,756,611","241,890","288,971","345,327","289,063","227,737","225,077","280,400","348,730","304,149","261,687","236,338","201,397","154,318","120,130","102,744","70,049","38,170","15,589","3,937","560","53","295","34.7","34.7"
"00701","","人口集中地区","001","","男","1985000000","","1985年","00000","","全国","","36,173,221","2,286,775","2,563,517","3,094,674","2,937,286","2,917,261","2,552,315","2,818,069","3,351,322","2,885,110","2,549,997","2,347,916","1,908,307","1,285,480","942,198","798,643","524,397","266,562","94,692","20,502","2,382","157","25,659","33.7","33.2"
"00701","","人口集中地区","001","","男","1985000000","","1985年","00001","","全国市部","","34,336,942","2,162,979","2,414,603","2,917,524","2,791,335","2,807,004","2,441,919","2,680,951","3,180,519","2,732,651","2,417,764","2,228,749","1,809,394","1,218,434","892,058","755,811","496,104","252,308","89,606","19,365","2,266","141","25,457","33.7","33.2"
"00701","","人口集中地区","001","","男","1985000000","","1985年","00002","","全国郡部","","1,836,279","123,796","148,914","177,150","145,951","110,257","110,396","137,118","170,803","152,459","132,233","119,167","98,913","67,046","50,140","42,832","28,293","14,254","5,086","1,137","116","16","202","33.7","33.9"
"00701","","人口集中地区","002","","女","1985000000","","1985年","00000","","全国","","37,170,900","2,178,577","2,439,969","2,944,204","2,807,762","2,756,176","2,479,848","2,773,966","3,371,434","2,947,043","2,595,865","2,388,426","2,004,104","1,640,469","1,293,414","1,086,734","762,495","441,434","188,631","49,317","7,446","614","12,972","35.8","35.3"
"00701","","人口集中地区","002","","女","1985000000","","1985年","00001","","全国市部","","35,250,568","2,060,483","2,299,912","2,776,027","2,664,650","2,638,696","2,365,167","2,630,684","3,193,507","2,795,353","2,466,411","2,271,255","1,901,620","1,553,197","1,223,424","1,026,822","720,739","417,518","178,128","46,517","7,002","577","12,879","35.8","35.3"
"00701","","人口集中地区","002","","女","1985000000","","1985年","00002","","全国郡部","","1,920,332","118,094","140,057","168,177","143,112","117,480","114,681","143,282","177,927","151,690","129,454","117,171","102,484","87,272","69,990","59,912","41,756","23,916","10,503","2,800","444","37","93","35.7","35.4"
